CONTRACT_ID,Organization Type,Contract Name,Organization Marketing Name,Parent Organization,C01: Breast Cancer Screening,C02: Colorectal Cancer Screening,C03: Annual Flu Vaccine,C04: Monitoring Physical Activity,C05: Special Needs Plan (SNP) Care Management,C06: Care for Older Adults – Medication Review,C07: Care for Older Adults – Pain Assessment,C08: Osteoporosis Management in Women who had a Fracture,C09: Diabetes Care – Eye Exam,C10: Diabetes Care – Blood Sugar Controlled,C11: Controlling High Blood Pressure,C12: Reducing the Risk of Falling,C13: Improving Bladder Control,C14: Medication Reconciliation Post-Discharge,C15: Plan All-Cause Readmissions,C16: Statin Therapy for Patients with Cardiovascular Disease,C17: Transitions of Care,C18: Follow-up after Emergency Department Visit for People with Multiple High-Risk Chronic Conditions,C19: Getting Needed Care,C20: Getting Appointments and Care Quickly,C21: Customer Service,C22: Rating of Health Care Quality,C23: Rating of Health Plan,C24: Care Coordination,C25: Complaints about the Health Plan,C26: Members Choosing to Leave the Plan,C27: Health Plan Quality Improvement,C28: Plan Makes Timely Decisions about Appeals,C29: Reviewing Appeals Decisions,C30: Call Center – Foreign Language Interpreter and TTY Availability,D01: Call Center – Foreign Language Interpreter and TTY Availability,D02: Complaints about the Drug Plan,D03: Members Choosing to Leave the Plan,D04: Drug Plan Quality Improvement,D05: Rating of Drug Plan,D06: Getting Needed Prescription Drugs,D07: MPF Price Accuracy,D08: Medication Adherence for Diabetes Medications,D09: Medication Adherence for Hypertension (RAS antagonists),D10: Medication Adherence for Cholesterol (Statins),D11: MTM Program Completion Rate for CMR,D12: Statin Use in Persons with Diabetes (SUPD),Unnamed: 47,C01: Breast Cancer Screening_flag,C02: Colorectal Cancer Screening_flag,C03: Annual Flu Vaccine_flag,C04: Monitoring Physical Activity_flag,C05: Special Needs Plan (SNP) Care Management_flag,C06: Care for Older Adults – Medication Review_flag,C07: Care for Older Adults – Pain Assessment_flag,C08: Osteoporosis Management in Women who had a Fracture_flag,C09: Diabetes Care – Eye Exam_flag,C10: Diabetes Care – Blood Sugar Controlled_flag,C11: Controlling High Blood Pressure_flag,C12: Reducing the Risk of Falling_flag,C13: Improving Bladder Control_flag,C14: Medication Reconciliation Post-Discharge_flag,C15: Plan All-Cause Readmissions_flag,C16: Statin Therapy for Patients with Cardiovascular Disease_flag,C17: Transitions of Care_flag,C18: Follow-up after Emergency Department Visit for People with Multiple High-Risk Chronic Conditions_flag,C19: Getting Needed Care_flag,C20: Getting Appointments and Care Quickly_flag,C21: Customer Service_flag,C22: Rating of Health Care Quality_flag,C23: Rating of Health Plan_flag,C24: Care Coordination_flag,C25: Complaints about the Health Plan_flag,C26: Members Choosing to Leave the Plan_flag,C27: Health Plan Quality Improvement_flag,C28: Plan Makes Timely Decisions about Appeals_flag,C29: Reviewing Appeals Decisions_flag,C30: Call Center – Foreign Language Interpreter and TTY Availability_flag,D01: Call Center – Foreign Language Interpreter and TTY Availability_flag,D02: Complaints about the Drug Plan_flag,D03: Members Choosing to Leave the Plan_flag,D04: Drug Plan Quality Improvement_flag,D05: Rating of Drug Plan_flag,D06: Getting Needed Prescription Drugs_flag,D07: MPF Price Accuracy_flag,D08: Medication Adherence for Diabetes Medications_flag,D09: Medication Adherence for Hypertension (RAS antagonists)_flag,D10: Medication Adherence for Cholesterol (Statins)_flag,D11: MTM Program Completion Rate for CMR_flag,D12: Statin Use in Persons with Diabetes (SUPD)_flag,data_completeness_score,has_meaningful_data,overall_score
H8332 ,Local CCP ,AETNA BETTER HEALTH OF KANSAS INC. ,Aetna Medicare ,CVS Health Corporation ,76.0,78.0,71.0,48.0,,,,53.0,82.0,93.0,83.0,53.0,,95.0,10.0,86.0,53.0,53.0,82.0,85.0,92.0,87.0,86.0,87.0,0.29,28.0,,93.0,98.0,100.0,97.0,0.29,28.0,,87.0,89.0,99.0,84.0,89.0,88.0,93.0,88.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.8571428571428571,True,72.62722222222222
H8379 ,Local CCP ,"PRIORITY HEALTH CHOICE, INC. ",Priority Health Medicare ,Corewell Health ,73.0,77.0,64.0,50.0,74.0,87.0,83.0,,78.0,85.0,83.0,64.0,50.0,75.0,11.0,85.0,75.0,61.0,82.0,85.0,90.0,88.0,89.0,86.0,0.12,20.0,,100.0,90.0,97.0,98.0,0.12,20.0,,88.0,89.0,99.0,86.0,87.0,86.0,91.0,84.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.9285714285714286,True,72.5702564102564
H8385 ,Local CCP ,SANFORD HEALTH PLAN ,Align powered by Sanford Health Plan ,Sanford Health ,90.0,84.0,78.0,51.0,,,,,80.0,90.0,89.0,47.0,47.0,78.0,12.0,88.0,74.0,69.0,84.0,85.0,89.0,88.0,88.0,88.0,0.18,6.0,,,,98.0,95.0,0.18,6.0,,85.0,92.0,98.0,87.0,91.0,91.0,89.0,84.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.8095238095238095,True,71.2164705882353
H8390 ,Local CCP ,CARESOURCE GEORGIA CO. ,CareSource ,CareSource ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.0,95.0,,,,,,98.0,,,,,,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,special,0.07142857142857142,True,96.66666666666667
H8432 ,Local CCP ,"ANTHEM HEALTHCHOICE HMO, INC. ",Anthem Blue Cross and Blue Shield ,"Elevance Health, Inc. ",70.0,69.0,73.0,47.0,57.0,95.0,92.0,30.0,70.0,78.0,70.0,62.0,37.0,64.0,11.0,87.0,50.0,54.0,77.0,82.0,92.0,85.0,82.0,86.0,0.2,15.0,,98.0,98.0,100.0,100.0,0.2,15.0,,81.0,84.0,98.0,85.0,86.0,84.0,87.0,87.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.9523809523809523,True,68.46000000000001
H8452 ,Demo ,"CARESOURCE OHIO, INC. ",CareSource MyCare Ohio ,CareSource ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,special,0.0,False,
H8457 ,Local CCP ,"LONGEVITY HEALTH PLAN OF NEW YORK, INC. ",Longevity Health Plan ,"Longevity Health Founders, LLC ",,,,,94.0,99.0,99.0,,,,,,,,,,,26.0,,,,,,,,16.0,,21.0,86.0,92.0,94.0,,16.0,,,,96.0,84.0,68.0,78.0,84.0,96.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.38095238095238093,True,71.8125
H8492 ,Local CCP ,DIGNITY CARE CORPORATION ,American Health Advantage of Louisiana ,Mitchell Family Office ,,,,,99.0,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,91.0,80.0,,,,,,100.0,,82.0,89.0,97.0,,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,special,0.21428571428571427,True,93.11111111111111
H8547 ,Local CCP ,ILLINOIS BLUE CROSS BLUE SHIELD INSURANCE COMPANY ,Blue Cross and Blue Shield of Illinois ,Health Care Service Corporation ,80.0,82.0,78.0,57.0,,,,,74.0,87.0,82.0,,,82.0,,,72.0,,80.0,,89.0,87.0,87.0,89.0,0.19,18.0,,,,100.0,100.0,0.19,18.0,,84.0,88.0,99.0,78.0,89.0,88.0,96.0,92.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.6666666666666666,True,74.15642857142858
H8552 ,Local CCP ,ANTHEM BLUE CROSS LIFE AND HEALTH INS COMPANY ,Anthem Blue Cross Life and Health Insurance Compan ,"Elevance Health, Inc. ",58.0,62.0,66.0,45.0,,95.0,91.0,27.0,64.0,72.0,68.0,58.0,40.0,58.0,11.0,85.0,43.0,52.0,75.0,,,,79.0,,0.32,11.0,,98.0,100.0,100.0,100.0,0.32,11.0,,81.0,,97.0,82.0,84.0,83.0,89.0,81.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.8095238095238095,True,63.724705882352936
H8553 ,Local CCP ,"WELLCARE HEALTH INSURANCE OF THE SOUTHWEST, INC. ",Wellcare ,Centene Corporation ,57.0,55.0,59.0,42.0,,,,,67.0,77.0,69.0,51.0,47.0,41.0,,78.0,37.0,41.0,78.0,,,83.0,82.0,,1.16,39.0,,,,98.0,100.0,1.16,39.0,,86.0,,99.0,87.0,91.0,85.0,86.0,80.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.6904761904761905,True,64.01103448275862
H8554 ,Local CCP ,GHS INSURANCE COMPANY ,"Blue Cross and Blue Shield of OK, TX ",Health Care Service Corporation ,56.0,63.0,71.0,49.0,,,,,61.0,77.0,71.0,,,52.0,,,36.0,,80.0,,91.0,,86.0,,0.26,29.0,,100.0,94.0,100.0,100.0,0.26,29.0,,88.0,89.0,99.0,85.0,85.0,85.0,94.0,86.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.6666666666666666,True,69.87571428571428
H8578 ,Local CCP ,"HEALTH NEW ENGLAND, INC. ",Health New England Medicare Advantage Plans ,"Baystate Health, Inc. ",82.0,76.0,81.0,49.0,,,,19.0,73.0,90.0,85.0,53.0,41.0,80.0,13.0,87.0,66.0,55.0,77.0,81.0,92.0,85.0,87.0,85.0,0.05,5.0,,94.0,85.0,94.0,84.0,0.05,5.0,,85.0,89.0,97.0,90.0,91.0,90.0,94.0,91.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.8809523809523809,True,68.94864864864864
H8597 ,Local CCP ,AETNA BETTER HEALTH OF TEXAS INC. ,Aetna Medicare ,CVS Health Corporation ,70.0,72.0,66.0,51.0,75.0,100.0,95.0,47.0,82.0,90.0,79.0,71.0,43.0,91.0,14.0,84.0,49.0,49.0,79.0,83.0,89.0,87.0,89.0,86.0,0.54,36.0,,93.0,98.0,100.0,97.0,0.54,36.0,,88.0,88.0,99.0,88.0,88.0,86.0,95.0,89.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.9523809523809523,True,73.077
H8604 ,Local CCP ,THP INSURANCE COMPANY ,The Health Plan ,"The Health Plan of West Virginia, Inc. ",81.0,79.0,73.0,47.0,,,,,70.0,87.0,74.0,53.0,40.0,62.0,,,45.0,58.0,86.0,88.0,94.0,88.0,90.0,88.0,0.19,,,,,98.0,100.0,0.19,,,88.0,89.0,100.0,88.0,90.0,87.0,93.0,88.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.7142857142857143,True,74.146
H8634 ,Local CCP ,HEALTH CARE SERVICE CORPORATION ,"Blue Cross and Blue Shield of IL, NM ",Health Care Service Corporation ,76.0,77.0,78.0,55.0,41.0,99.0,94.0,26.0,70.0,79.0,75.0,55.0,40.0,57.0,12.0,87.0,53.0,58.0,80.0,83.0,89.0,86.0,86.0,87.0,0.22,10.0,,100.0,93.0,100.0,100.0,0.22,10.0,,85.0,88.0,98.0,86.0,89.0,88.0,92.0,85.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.9523809523809523,True,69.186
H8649 ,Local CCP ,AETNA HEALTH OF UTAH INC. ,Aetna Medicare ,CVS Health Corporation ,59.0,67.0,66.0,46.0,60.0,100.0,84.0,60.0,71.0,92.0,76.0,47.0,41.0,93.0,10.0,89.0,56.0,53.0,84.0,83.0,90.0,86.0,87.0,86.0,0.13,21.0,,95.0,100.0,100.0,97.0,0.13,21.0,,86.0,91.0,99.0,85.0,87.0,89.0,95.0,81.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.9523809523809523,True,70.8315
H8711 ,Local CCP ,WELLCARE HEALTH INSURANCE COMPANY OF NEW JERSEY ,Wellcare ,Centene Corporation ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.0,100.0,,,,,,99.0,,90.0,86.0,,,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,special,0.11904761904761904,True,94.6
H8764 ,Local CCP ,ASPIRE HEALTH PLAN ,Aspire Health ,Montage Health ,82.0,85.0,79.0,61.0,,,,,80.0,88.0,64.0,57.0,49.0,87.0,11.0,86.0,74.0,73.0,77.0,79.0,92.0,85.0,87.0,84.0,0.06,2.0,,84.0,92.0,94.0,95.0,0.06,2.0,,85.0,86.0,95.0,82.0,86.0,85.0,70.0,86.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.8571428571428571,True,70.11444444444444
H8768 ,Local CCP ,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO. ,UnitedHealthcare ,"UnitedHealth Group, Inc. ",75.0,71.0,71.0,51.0,,,,37.0,80.0,88.0,77.0,50.0,43.0,62.0,12.0,86.0,48.0,58.0,81.0,80.0,87.0,86.0,86.0,87.0,0.16,17.0,,100.0,97.0,98.0,100.0,0.16,17.0,,85.0,89.0,99.0,85.0,90.0,89.0,86.0,84.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.8809523809523809,True,68.98162162162161
H8783 ,Local CCP ,"UCARE HEALTH, INC. ",UCare ,UCare Minnesota ,82.0,82.0,76.0,44.0,,,,,77.0,90.0,82.0,41.0,46.0,74.0,,94.0,71.0,60.0,83.0,85.0,90.0,88.0,87.0,90.0,0.04,8.0,,,,98.0,97.0,0.04,8.0,,86.0,91.0,100.0,86.0,91.0,90.0,84.0,86.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.7857142857142857,True,71.72969696969697
H8794 ,Local CCP ,"KAISER FOUNDATION HP, INC. ",Kaiser Permanente ,"Kaiser Foundation Health Plan, Inc. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.0,100.0,,,,,,,,,,,,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.047619047619047616,True,99.0
H8797 ,Local CCP ,"PERENNIAL ADVANTAGE OF OHIO, INC. ",Perennial Advantage ,"Perennial Consortium, LLC ",,,,,97.0,99.0,99.0,,,,,,,,,,,43.0,,,,,,,,,,,,91.0,93.0,,,,,,99.0,86.0,90.0,93.0,99.0,91.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.2857142857142857,True,90.0
H8823 ,Local CCP ,SENTARA MEDICARE ADVANTAGE OF NORTH CAROLINA INC ,Sentara Medicare ,Sentara Health Care (SHC) ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.0,False,
H8832 ,Local CCP ,ALIGNMENT HEALTH ADVANTAGE PLAN INC ,Alignment Health Plan ,"Alignment Healthcare USA, LLC ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.0,False,
H8845 ,Local CCP ,"MOLINA HEALTHCARE OF ARIZONA, INC. ",Molina Healthcare of Arizona ,"Molina Healthcare, Inc. ",,,,,56.0,79.0,81.0,,,,,,,,,,,,,,,,,,,,,,,100.0,100.0,,,,,,99.0,87.0,82.0,81.0,,87.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.23809523809523808,True,85.2
H8849 ,Local CCP ,WELLPOINT INSURANCE COMPANY ,Wellpoint ,"Elevance Health, Inc. ",69.0,70.0,73.0,56.0,61.0,96.0,94.0,58.0,75.0,78.0,75.0,67.0,,71.0,12.0,87.0,42.0,52.0,,,,,81.0,,0.37,20.0,,99.0,98.0,100.0,100.0,0.37,20.0,,87.0,,98.0,84.0,86.0,84.0,88.0,90.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.7857142857142857,True,68.84060606060605
H8854 ,Local CCP ,"CAREFIRST ADVANTAGE DSNP, INC. ",CareFirst BlueCross BlueShield Medicare Advantage ,"CareFirst, Inc. ",75.0,67.0,67.0,54.0,60.0,96.0,97.0,,68.0,78.0,74.0,65.0,43.0,69.0,12.0,81.0,60.0,54.0,81.0,81.0,89.0,85.0,86.0,86.0,0.53,20.0,,96.0,94.0,100.0,100.0,0.53,20.0,,84.0,86.0,99.0,82.0,82.0,81.0,93.0,87.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.9285714285714286,True,70.59128205128205
H8879 ,Local CCP ,"Healthy Mississippi, Inc. ","Healthy Mississippi, Inc. ",Singh Holdings LLC ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.0,False,
H8889 ,Local CCP ,MEDICA HEALTH PLANS ,Medica ,Medica Holding Company ,81.0,82.0,76.0,45.0,,,,22.0,81.0,89.0,79.0,48.0,45.0,85.0,12.0,90.0,78.0,59.0,81.0,82.0,91.0,86.0,88.0,88.0,0.08,5.0,,98.0,95.0,92.0,95.0,0.08,5.0,,86.0,90.0,99.0,89.0,92.0,91.0,67.0,87.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.8809523809523809,True,69.70702702702702
H8894 ,Local CCP ,Inland Empire Health Plan ,IEHP DualChoice ,INLAND EMPIRE HEALTH PLAN ,71.0,72.0,67.0,,63.0,89.0,90.0,29.0,77.0,75.0,69.0,,,72.0,12.0,83.0,45.0,50.0,79.0,81.0,91.0,85.0,88.0,83.0,0.15,8.0,,98.0,93.0,81.0,75.0,0.15,8.0,,88.0,87.0,95.0,83.0,83.0,80.0,60.0,88.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.8809523809523809,True,67.52162162162162
H8902 ,Local CCP ,"SCAN HEALTH PLAN TEXAS, INC. ",SCAN Health Plan ,SCAN Group ,,,,,95.0,,,,,,,,,,,,,,,,,,,,,,,,,93.0,100.0,,,,,,100.0,,89.0,97.0,,,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,special,0.14285714285714285,True,95.66666666666667
H8908 ,Local CCP ,"HUMANA MEDICAL PLAN OF MICHIGAN, INC. ",Humana ,Humana Inc. ,70.0,73.0,57.0,47.0,78.0,94.0,97.0,33.0,74.0,79.0,78.0,67.0,,70.0,12.0,87.0,54.0,56.0,79.0,,91.0,,87.0,,0.29,24.0,,97.0,98.0,98.0,97.0,0.29,24.0,,87.0,89.0,85.0,84.0,87.0,85.0,80.0,88.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.8571428571428571,True,69.62722222222222
H8917 ,Local CCP ,DEVOTED HEALTH INSURANCE COMPANY OF WASHINGTON ,Devoted Health ,"Devoted Health, Inc. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.0,False,
H8928 ,Local CCP ,FALLON COMMUNITY HEALTH PLAN ,Fallon Health ,"Fallon Community Health Plan, Inc. ",72.0,68.0,75.0,54.0,100.0,96.0,100.0,73.0,77.0,80.0,71.0,73.0,50.0,93.0,11.0,93.0,59.0,78.0,79.0,82.0,89.0,86.0,90.0,83.0,0.08,4.0,,100.0,94.0,89.0,95.0,0.08,4.0,,90.0,89.0,98.0,90.0,89.0,88.0,90.0,92.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.9523809523809523,True,73.604
H8947 ,Local CCP ,PEAK HEALTH INSURANCE CORPORATION ,Peak Health ,"West Virginia United Health System, Inc. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,64.0,,,,,,,,,,,,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.047619047619047616,True,64.5
H8967 ,Local CCP ,SANFORD HEALTH PLAN ,Great Plains Medicare Advantage ,Sanford Health ,,,,,91.0,95.0,95.0,,,,,,,,,,,,,,,,,,,,,,,90.0,94.0,,,,,,96.0,,89.0,98.0,93.0,,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,special,0.21428571428571427,True,93.44444444444444
H9001 ,Local CCP ,FALLON COMMUNITY HEALTH PLAN ,Fallon Health ,"Fallon Community Health Plan, Inc. ",82.0,80.0,74.0,48.0,,,,63.0,77.0,81.0,71.0,51.0,40.0,71.0,12.0,94.0,53.0,78.0,80.0,85.0,93.0,87.0,89.0,85.0,0.09,7.0,,99.0,96.0,92.0,97.0,0.09,7.0,,87.0,90.0,98.0,88.0,91.0,90.0,86.0,90.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.8809523809523809,True,70.59945945945947
